Question	 Annotator Answers	 Golden Answers	 tp	 fp	 fn	 pre	 rec	 f1
how much is the total population of  european union?	[1]	[510056011]	0	1	1	0.0	0.0	0.0
when was the founding date of french fifth republic?	[1958-10-04]	[1958-10-04]	1	0	0	1.0	1.0	1.0
Who are the founders of  BlaBlaCar?	[Frédéric Mazzella  Nicolas Brusson  Francis Nappez]	[Frédéric Mazzella  Nicolas Brusson  Francis Nappez]	1	0	0	1.0	1.0	1.0
Who are the founding fathers of united states?	[Annotation [uri=[http://es.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Chiuri_kharka, http://cs.wikipedia.org/wiki/Nep%C3%A1l, http://dbpedia.org/resource/State_of_Nepal, http://ko.dbpedia.org/resource/%EB%84%A4%ED%8C%94, http://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%91%E3%83%BC%E3%83%AB, http://de.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Nepol, http://ko.dbpedia.org/resource/??, http://en.wikipedia.org/wiki/ISO_3166-1%3ANP, http://dbpedia.org/resource/Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/Sanghiya_Lokt?ntrik_Ganatantra_Nep?l, http://it.wikipedia.org/wiki/Nepal, http://dbpedia.org/resource/????????_?????, http://en.wikipedia.org/wiki/Nepala, http://en.wikipedia.org/wiki/Republic_of_Nepal, http://es.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/Nepali_Republic, http://pt.wikipedia.org/wiki/Nepal, http://eu.dbpedia.org/resource/Nepal, http://en.wikipedia.org/wiki/Zone_of_peace, http://pl.wikipedia.org/wiki/Nepal, http://cs.dbpedia.org/resource/Nepál, http://dbpedia.org/resource/Name_of_Nepal, http://dbpedia.org/resource/Sanghiya_Lokt%C4%81ntrik_Ganatantra_Nep%C4%81l, http://dbpedia.org/resource/Subdivisions_of_Nepal, http://el.dbpedia.org/resource/%CE%9D%CE%B5%CF%80%CE%AC%CE%BB, http://dbpedia.org/resource/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://dbpedia.org/resource/Crime_in_Nepal, http://cs.dbpedia.org/resource/Nep%C3%A1l, http://dbpedia.org/resource/ISO_3166-1:NP, http://dbpedia.org/resource/N?p?l_Adhir?jya, http://en.wikipedia.org/wiki/Federal_Republic_of_Nepal, http://dbpedia.org/resource/The_Kingdom_of_Nepal, http://ja.dbpedia.org/resource/????, http://dbpedia.org/resource/Sanghiya_Lokt?ntrik_Ganatantra_Nep?l, http://dbpedia.org/resource/Nepala, http://sw.cyc.com/concept/Mx4rvViuPZwpEbGdrcN5Y29ycA, http://sws.geonames.org/1282988/, http://d-nb.info/gnd/4041612-4, http://en.wikipedia.org/wiki/Nepal_Adhirajya, http://dbpedia.org/resource/States_of_Nepal, http://pl.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Republic_of_nepal, http://en.wikipedia.org/wiki/Chiuri_kharka, http://dbpedia.org/resource/Zone_of_peace, http://ko.wikipedia.org/wiki/%EB%84%A4%ED%8C%94, http://en.wikipedia.org/wiki/People_of_Nepalese_origin, http://dbpedia.org/resource/Nepal_Adhirajya, http://dbpedia.org/resource/Federal_Republic_of_Nepal, http://fr.dbpedia.org/resource/N%C3%A9pal, http://en.wikipedia.org/wiki/????????_?????, http://id.wikipedia.org/wiki/Nepal, http://dbpedia.org/resource/Nepaul, http://dbpedia.org/resource/?????, http://en.wikipedia.org/wiki/Etymology_of_Nepal, http://en.wikipedia.org/wiki/Sanghiya_Lokt%C4%81ntrik_Ganatantra_Nep%C4%81l, http://en.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A5%80%E0%A4%AF_%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95_%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://dbpedia.org/resource/Republic_of_Nepal, http://en.wikipedia.org/wiki/State_of_Nepal, http://en.wikipedia.org/wiki/Crime_in_Nepal, http://nl.wikipedia.org/wiki/Nepal, http://id.dbpedia.org/resource/Nepal, http://it.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%83, http://en.wikipedia.org/wiki/Nepol, http://dbpedia.org/resource/Nepali_Republic, http://dbpedia.org/resource/Napol, http://en.wikipedia.org/wiki/N?p?l_Adhir?jya, http://dbpedia.org/resource/ISO_3166-1%3ANP, http://en.wikipedia.org/wiki/Federal_Democratic_Republic_of_Nepal, http://yago-knowledge.org/resource/Nepal, http://openei.org/resources/Nepal, http://eu.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/The_Kingdom_of_Nepal, http://linkedgeodata.org/triplify/node249399402, http://dbpedia.org/resource/Peace_zone, http://dbpedia.org/resource/FDRN, http://en.wikipedia.org/wiki/?????_????????????_????????_?????, http://rdf.freebase.com/ns/m.016zwt, http://worldbank.270a.info/classification/country/NP, http://en.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%83, http://fr.dbpedia.org/resource/Népal, http://www.wikidata.org/entity/Q837, http://en.wikipedia.org/wiki/Nepal, http://pt.dbpedia.org/resource/Nepal, http://eurostat.linked-statistics.org/dic/c_ctrl#NP, http://dbpedia.org/resource/?????, http://en.wikipedia.org/wiki/Name_of_Nepal, http://transparency.270a.info/classification/country/NP, http://ghodata/r6-c124, http://dbpedia.org/resource/?????_????????????_????????_?????, http://dbpedia.org/resource/Nepalese_Republic, http://en.wikipedia.org/wiki/Republic_of_nepal, http://en.wikipedia.org/wiki/NEPAL, http://dbpedia.org/resource/N%C4%93p%C4%81l_Adhir%C4%81jya, http://en.wikipedia.org/wiki/FDRN, http://wikidata.dbpedia.org/resource/Q837, http://en.wikipedia.org/wiki/?????, http://dbpedia.org/resource/Federal_Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/ISO_3166-1:NP, http://dbpedia.org/resource/Etymology_of_Nepal, http://en.wikipedia.org/wiki/Nepalese_Republic, http://en.wikipedia.org/wiki/Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/N%C4%93p%C4%81l_Adhir%C4%81jya, http://en.wikipedia.org/wiki/States_of_Nepal, http://en.wikipedia.org/wiki/Peace_zone, http://ko.wikipedia.org/wiki/??, http://dbpedia.org/resource/People_of_Nepalese_origin, http://dbpedia.org/resource/%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://en.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://en.wikipedia.org/wiki/Subdivisions_of_Nepal, http://en.wikipedia.org/wiki/%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://fr.wikipedia.org/wiki/N%C3%A9pal, http://www4.wiwiss.fu-berlin.de/factbook/resource/Nepal, http://nl.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/NEPAL, http://el.dbpedia.org/resource/?????, http://ja.dbpedia.org/resource/%E3%83%8D%E3%83%91%E3%83%BC%E3%83%AB, http://fr.wikipedia.org/wiki/Népal, http://en.wikipedia.org/wiki/?????, http://dbpedia.org/resource/%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A5%80%E0%A4%AF_%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95_%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://de.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/Nepaul, http://ja.wikipedia.org/wiki/????, http://dbpedia.org/resource/Nepal, http://en.wikipedia.org/wiki/Napol, http://cs.wikipedia.org/wiki/Nepál]]]	[The Founding Fathers of the United States are the individuals of the Thirteen British Colonies in North America who led the American Revolution against the authority of the British Crown and established the United States of America. The term is also used more narrowly, referring specifically to those who either signed the Declaration of Independence in 1776 or who were delegates to the 1787 Constitutional Convention and took part in drafting the proposed Constitution of the United States. A further subset includes those who signed the Continental Association or the Articles of Confederation. During much of the 19th century, they were referred to as either the "Founders" or the "Fathers".]	0	1	1	0.0	0.0	0.0
how many foreigners speak German?	[3]	[as a foreign language: 75–100 million]	0	1	1	0.0	0.0	0.0
Where is the birthplace of Goethe?	[]	[Annotation [uri=[http://dbpedia.org/resource/Holy_Roman_Empire]], Annotation [uri=[http://dbpedia.org/resource/Frankfurt]], Annotation [uri=[http://dbpedia.org/resource/Frankfurt-am-Main]]]	0	0	3	0.0	0.0	0.0
Where is the origin of Carolina reaper?	[Annotation [uri=[http://pl.wikipedia.org/wiki/Fort_Mill, http://rdf.freebase.com/ns/m.0_nw4, http://fr.wikipedia.org/wiki/Fort_Mill_(Caroline_du_Sud), http://dbpedia.org/resource/Fort_Mill,_South_Carolina, http://pl.dbpedia.org/resource/Fort_Mill, http://fr.dbpedia.org/resource/Fort_Mill_%28Caroline_du_Sud%29, http://es.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill_Township,_South_Carolina, http://dbpedia.org/resource/Ft._Mill%2C_South_Carolina, http://yago-knowledge.org/resource/Fort_Mill%2C_South_Carolina, http://dbpedia.org/resource/Ft._Mill, http://pt.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill%2C_SC, http://en.wikipedia.org/wiki/Ft._Mill%2C_South_Carolina, http://dbpedia.org/resource/Fort_Mill%2C_SC, http://nl.wikipedia.org/wiki/Fort_Mill, http://www.wikidata.org/entity/Q2291273, http://en.wikipedia.org/wiki/Ft._Mill,_South_Carolina, http://en.wikipedia.org/wiki/Fort_Mill,_SC, http://sws.geonames.org/4578977/, http://linkedgeodata.org/triplify/node154050011, http://en.wikipedia.org/wiki/Fort_Mill,_South_Carolina, http://dbpedia.org/resource/Fort_Mill_Township,_South_Carolina, http://en.wikipedia.org/wiki/UN/LOCODE%3AUSFML, http://dbpedia.org/resource/Fort_Mill, http://dbpedia.org/resource/UN/LOCODE:USFML, http://it.wikipedia.org/wiki/Fort_Mill, http://en.wikipedia.org/wiki/Ft._Mill, http://fr.wikipedia.org/wiki/Fort_Mill_%28Caroline_du_Sud%29, http://yago-knowledge.org/resource/Fort_Mill,_South_Carolina, http://dbpedia.org/resource/UN/LOCODE%3AUSFML, http://it.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill_Township%2C_South_Carolina, http://es.wikipedia.org/wiki/Fort_Mill, http://dbpedia.org/resource/Fort_Mill_Township%2C_South_Carolina, http://en.wikipedia.org/wiki/Fort_Mill, http://yago-knowledge.org/resource/Fort_Mill, http://fr.dbpedia.org/resource/Fort_Mill_(Caroline_du_Sud), http://wikidata.dbpedia.org/resource/Q2291273, http://nl.dbpedia.org/resource/Fort_Mill, http://dbpedia.org/resource/Fort_Mill,_SC, http://en.wikipedia.org/wiki/Fort_Mill%2C_South_Carolina, http://dbpedia.org/resource/Fort_Mill%2C_South_Carolina, http://en.wikipedia.org/wiki/UN/LOCODE:USFML, http://dbpedia.org/resource/Ft._Mill,_South_Carolina, http://pt.wikipedia.org/wiki/Fort_Mill]]]	[The Carolina Reaper, originally named the HP22B, is a cultivar of chili pepper of the Capsicum chinense species. It is red and has a gnarled, lumpy pod with a tail like a scythe. As of 2013, Guinness has dubbed it as the hottest chilli in the world, surpassing the previous record holder, the Trinidad Scorpion "Butch T".]	0	1	1	0.0	0.0	0.0
How much is the population of mexico city ?	[2]	[8918653]	0	1	1	0.0	0.0	0.0
what is the nick name of Baghdad?	[The City of Peace]	['The City of Peace']	0	1	1	0.0	0.0	0.0
Who is the novelist of the work a song of ice and fire?	[Annotation [uri=[http://dbpedia.org/resource/G.R.R_Martin, http://en.wikipedia.org/wiki/George_R._R._Martin_(novelist), http://en.wikipedia.org/wiki/George_R._R._Martin_%28novelist%29, http://dbpedia.org/resource/George_Raymond_Martin, http://ko.dbpedia.org/resource/??_R._R._??, http://dbpedia.org/resource/GRR_Martin, http://dbpedia.org/resource/G._R._R._Martin, http://de.dbpedia.org/resource/George_R._R._Martin, http://dbpedia.org/resource/GRRM, http://en.wikipedia.org/wiki/George_R.R._Martin, http://dbpedia.org/resource/George_RR_Martin, http://dbpedia.org/resource/George_r.r._martin, http://pt.wikipedia.org/wiki/George_R._R._Martin, http://dbpedia.org/resource/George_R._R._Martin, http://dbpedia.org/resource/Martin%2C_George_RR, http://en.wikipedia.org/wiki/GRRM, http://dbpedia.org/resource/George_R_R_Martin, http://el.dbpedia.org/resource/%CE%A4%CE%B6%CF%89%CF%81%CF%84%CE%B6_%CE%A1._%CE%A1._%CE%9C%CE%AC%CF%81%CF%84%CE%B9%CE%BD, http://dbpedia.org/resource/G.R._R._Martin, http://ja.wikipedia.org/wiki/?????R?R??????, http://dbpedia.org/resource/G_R._R._Martin, http://ja.dbpedia.org/resource/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3, http://en.wikipedia.org/wiki/G.R.R_Martin, http://d-nb.info/gnd/123619025, http://en.wikipedia.org/wiki/GRR_Martin, http://dbpedia.org/resource/G.R.R._Martin, http://yago-knowledge.org/resource/George_R._R._Martin, http://ko.dbpedia.org/resource/%EC%A1%B0%EC%A7%80_R._R._%EB%A7%88%ED%8B%B4, http://dbpedia.org/resource/Martin%2C_George_R.R., http://de.wikipedia.org/wiki/George_R._R._Martin, http://pt.dbpedia.org/resource/George_R._R._Martin, http://en.wikipedia.org/wiki/George_R._Martin, http://en.wikipedia.org/wiki/George_r.r._martin, http://dbpedia.org/resource/George_rr_martin, http://dbpedia.org/resource/George_R.R._Martin, http://en.wikipedia.org/wiki/Martin%2C_George_R.R., http://www.wikidata.org/entity/Q181677, http://en.wikipedia.org/wiki/G_R._R._Martin, http://es.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/George_RR_Martin, http://eu.wikipedia.org/wiki/George_R._R._Martin, http://it.wikipedia.org/wiki/George_R._R._Martin, http://el.dbpedia.org/resource/??????_?._?._??????, http://dbpedia.org/resource/Martin,_George_R._R, http://nl.wikipedia.org/wiki/George_R.R._Martin, http://sw.cyc.com/concept/Mx4rquCWOx6_Rpah3dftb5MFhQ, http://en.wikipedia.org/wiki/G._R._R_Martin, http://dbpedia.org/resource/Not_a_Blog, http://rdf.freebase.com/ns/m.03772, http://ko.wikipedia.org/wiki/%EC%A1%B0%EC%A7%80_R._R._%EB%A7%88%ED%8B%B4, http://dbpedia.org/resource/G_R_R_Martin, http://dbpedia.org/resource/Martin%2C_George_R._R, http://dbpedia.org/resource/George_R._R._Martin_%28novelist%29, http://pl.wikipedia.org/wiki/George_R.R._Martin, http://en.wikipedia.org/wiki/George_Raymond_Richard_Martin, http://fr.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/Martin,_George_R._R, http://en.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/Not_a_Blog, http://en.wikipedia.org/wiki/George_R_R_Martin, http://en.wikipedia.org/wiki/Martin%2C_George_RR, http://dbpedia.org/resource/George_R._Martin, http://ko.wikipedia.org/wiki/??_R._R._??, http://en.wikipedia.org/wiki/G_R_R_Martin, http://en.wikipedia.org/wiki/George_rr_martin, http://it.dbpedia.org/resource/George_R._R._Martin, http://en.wikipedia.org/wiki/Martin%2C_George_R._R, http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3, http://nl.dbpedia.org/resource/George_R.R._Martin, http://dbpedia.org/resource/G._R._R_Martin, http://en.wikipedia.org/wiki/Martin,_George_R.R., http://en.wikipedia.org/wiki/Martin,_George_RR, http://pl.dbpedia.org/resource/George_R.R._Martin, http://dbpedia.org/resource/George_R._R._Martin_(novelist), http://en.wikipedia.org/wiki/G.R.R._Martin, http://eu.dbpedia.org/resource/George_R._R._Martin, http://fr.dbpedia.org/resource/George_R._R._Martin, http://wikidata.dbpedia.org/resource/Q181677, http://en.wikipedia.org/wiki/G.R._R._Martin, http://en.wikipedia.org/wiki/G._R._R._Martin, http://es.dbpedia.org/resource/George_R._R._Martin, http://cs.wikipedia.org/wiki/George_R._R._Martin, http://dbpedia.org/resource/Martin,_George_RR, http://en.wikipedia.org/wiki/George_Raymond_Martin, http://dbpedia.org/resource/George_Raymond_Richard_Martin, http://dbpedia.org/resource/Martin,_George_R.R., http://cs.dbpedia.org/resource/George_R._R._Martin, http://ja.dbpedia.org/resource/?????R?R??????]]]	[Annotation [uri=[http://dbpedia.org/resource/George_R._R._Martin]]]	1	0	0	1.0	1.0	1.0
What is the percentage of area water in Brazil?	[]	[0.65]	0	0	1	0.0	0.0	0.0
how much is the population  Iraq?	[1]	[37056169]	0	1	1	0.0	0.0	0.0
What is the Sicilian pizza?	[]	[Sicilian pizza is pizza prepared in a manner that originated in Sicily, Italy. In the United States, the phrase Sicilian pizza is often synonymous with thick-crust or deep-dish pizza derived from the Sicilian sfincione [sfi??t?o?ne].]	0	0	1	0.0	0.0	0.0
What is the population of Cairo?	[20439541]	[10230350]	0	1	1	0.0	0.0	0.0
how much is the population densty rank of germany?	[1]	[58]	0	1	1	0.0	0.0	0.0
What is the relation between Resource Description Framework and Web Ontology Language?	[]	[The Web Ontology Language (OWL) is a family of knowledge representation languages for authoring ontologies. Ontologies are a formal way to describe taxonomies and classification networks, essentially defining the structure of knowledge for various domains: the nouns representing classes of objects and the verbs representing relations between the objects. Ontologies resemble class hierarchies in object-oriented programming but there are several critical differences. Class hierarchies are meant to represent structures used in source code that evolve fairly slowly (typically monthly revisions) whereas ontologies are meant to represent information on the Internet and are expected to be evolving almost constantly. Similarly, ontologies are typically far more flexible as they are meant to represent information on the Internet coming from all sorts of heterogeneous data sources. Class hierarchies on the other hand are meant to be fairly static and rely on far less diverse and more structured sources of data such as corporate databases. The OWL languages are characterized by formal semantics. They are built upon a W3C XML standard for objects called the Resource Description Framework (RDF). OWL and RDF have attracted significant academic, medical and commercial interest. In October 2007, a new W3C working group was started to extend OWL with several new features as proposed in the OWL 1.1 member submission. W3C announced the new version of OWL on 27 October 2009. This new version, called OWL 2, soon found its way into semantic editors such as Protégé and semantic reasoners such as Pellet, RacerPro, FaCT++ and HermiT. The OWL family contains many species, serializations, syntaxes and specifications with similar names. OWL and OWL2 are used to refer to the 2004 and 2009 specifications, respectively. Full species names will be used, including specification version (for example, OWL2 EL). When referring more generally, OWL Family will be used.]	0	0	1	0.0	0.0	0.0
how big is the total area of North Rhine- Westphalia?	[3.40841e+10]	[3.40841e+10]	1	0	0	1.0	1.0	1.0
What is the original title of the interpretation of dreams?	[The Interpretation of Dreams@en]	[The Interpretation of Dreams, Die Traumdeutung]	0	1	2	0.0	0.0	0.0
how many times the German football team won the world cup?	[0]	[Champions, 1954, 1974, 1990 and 2014]	0	1	1	0.0	0.0	0.0
Who are the writers of the Wall album of Pink Floyd?	[Annotation [uri=[http://pt.wikipedia.org/wiki/Parlophone, http://en.wikipedia.org/wiki/Parlophon, http://dbpedia.org/resource/Parlophone_Music_France, http://cs.wikipedia.org/wiki/Parlophone, http://it.wikipedia.org/wiki/Parlophone, http://pl.dbpedia.org/resource/Parlophone, http://nl.dbpedia.org/resource/Parlophone, http://dbpedia.org/resource/Parlophone_Label_Group, http://fr.dbpedia.org/resource/Parlophone_%28label%29, http://de.dbpedia.org/resource/Parlophone, http://pl.wikipedia.org/wiki/Parlophone, http://ja.wikipedia.org/wiki/%E3%83%91%E3%83%BC%E3%83%AD%E3%83%95%E3%82%A9%E3%83%B3, http://www.wikidata.org/entity/Q208909, http://ko.dbpedia.org/resource/???, http://ko.dbpedia.org/resource/%ED%8C%94%EB%A1%9C%ED%8F%B0, http://fr.dbpedia.org/resource/Parlophone_(label), http://cs.dbpedia.org/resource/Parlophone, http://fr.wikipedia.org/wiki/Parlophone_%28label%29, http://es.dbpedia.org/resource/Parlophone, http://ko.wikipedia.org/wiki/???, http://yago-knowledge.org/resource/Parlophone_Records, http://dbpedia.org/resource/Parlophone_Records, http://ja.dbpedia.org/resource/%E3%83%91%E3%83%BC%E3%83%AD%E3%83%95%E3%82%A9%E3%83%B3, http://nl.wikipedia.org/wiki/Parlophone, http://en.wikipedia.org/wiki/Parlophone_Records, http://de.wikipedia.org/wiki/Parlophone, http://dbpedia.org/resource/Parlophone_Records_Ltd., http://wikidata.dbpedia.org/resource/Q208909, http://yago-knowledge.org/resource/Parlophone, http://fr.wikipedia.org/wiki/Parlophone_(label), http://en.wikipedia.org/wiki/Parlophone_Records_Ltd., http://pt.dbpedia.org/resource/Parlophone, http://en.wikipedia.org/wiki/Parlophone_Label_Group, http://es.wikipedia.org/wiki/Parlophone, http://ko.wikipedia.org/wiki/%ED%8C%94%EB%A1%9C%ED%8F%B0, http://dbpedia.org/resource/Parlophon, http://ja.dbpedia.org/resource/??????, http://it.dbpedia.org/resource/Parlophone, http://en.wikipedia.org/wiki/Parlophone_Music_France, http://ja.wikipedia.org/wiki/??????, http://en.wikipedia.org/wiki/Parlophone, http://dbpedia.org/resource/Parlophone, http://rdf.freebase.com/ns/m.0k_kr]]]	[Gilmour,, Gilmour, Waters, Ezrin, Waters,, Waters]	0	1	5	0.0	0.0	0.0
When was the death  of  Shakespeare?	[1616-04-23]	[1616-04-23]	1	0	0	1.0	1.0	1.0
